ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
215.521,-0.3514,-0.2828,1.0227,-3.6412,0.0153,-0.5649
215.541,-0.3495,-0.2863,1.0239,-3.7099,0.2901,-0.3588
215.561,-0.3546,-0.2856,1.0231,-3.2061,0.1527,-0.5344
215.581,-0.3528,-0.2878,1.022,-3.9466,0.3511,-0.5649
215.601,-0.3528,-0.2856,1.0256,-3.2519,0.1298,-0.374
215.621,-0.3495,-0.2845,1.0264,-3.8779,0.2748,-0.5878
215.641,-0.3512,-0.2853,1.0211,-3.5802,0.1298,-0.3206
215.661,-0.3511,-0.2854,1.0206,-3.6641,0.3893,-0.3893
215.681,-0.3523,-0.2849,1.0199,-3.3893,0.0076,-0.6947
215.701,-0.348,-0.2823,1.0256,-3.8092,0.4427,-0.2137
215.721,-0.3485,-0.2864,1.0258,-3.2214,0.1832,-0.6565
215.741,-0.3513,-0.2864,1.0198,-3.8702,0.2443,-0.4962
215.761,-0.35,-0.2849,1.0291,-3.2061,0.3053,-0.4275
215.781,-0.3545,-0.2863,1.0175,-3.771,0.1374,-0.3053
215.801,-0.3478,-0.2844,1.0177,-4.0763,0.2824,-0.4504
215.821,-0.3552,-0.2842,1.0276,-2.6183,0.0687,-0.6565
215.841,-0.353,-0.2861,1.0226,-4.687,0.1908,-0.1832
215.861,-0.3517,-0.2865,1.0205,-2.7557,0.1985,-0.7634
215.881,-0.3541,-0.2896,1.0264,-3.8931,0.229,-0.3893
215.901,-0.3527,-0.2878,1.0198,-3.5725,0.374,-0.4046
215.921,-0.3514,-0.2876,1.0239,-3.5573,0.145,-0.2672
215.941,-0.3519,-0.2844,1.0287,-3.6107,0.2672,-0.7099
215.961,-0.3533,-0.2848,1.0225,-3.6947,0.2214,-0.2061
215.981,-0.3513,-0.2866,1.0244,-3.4351,0.2901,-0.5725
216.001,-0.3529,-0.2881,1.0217,-3.5573,0.1221,-0.6336
216.022,-0.3495,-0.2854,1.0217,-3.6183,0.2519,-0.3588
216.041,-0.3505,-0.2938,1.0236,-8.2748,0.8321,-0.8931
216.061,-0.3511,-0.2836,1.016,-5.2214,-1.1756,0.2595
216.081,-0.3534,-0.2898,1.027,-4.5115,0.2824,-0.5802
216.101,-0.3519,-0.2883,1.0181,-3.7099,0.3511,-0.4733
216.121,-0.3536,-0.2878,1.0238,-3.9466,-0.1527,-0.4046
216.141,-0.3496,-0.2886,1.0239,-3.7023,0.2214,-0.7099
216.161,-0.3528,-0.2898,1.0221,-3.5573,0.3817,-0.2519
216.181,-0.3505,-0.2869,1.0214,-3.8244,0.0763,-0.2824
216.201,-0.3506,-0.2906,1.0243,-3.542,0.0992,-0.9084
216.221,-0.3506,-0.2882,1.0198,-3.5954,0.4122,-0.1221
216.241,-0.3528,-0.2881,1.0203,-3.7405,0.2672,-0.5191
216.261,-0.3488,-0.2909,1.0204,-3.458,-0.0382,-0.7328
216.281,-0.3516,-0.2878,1.0205,-3.6412,0.5115,-0.1908
216.301,-0.3522,-0.287,1.0222,-3.4885,0.0458,-0.3359
216.321,-0.3535,-0.2908,1.0197,-3.6718,0.2901,-0.7328
216.341,-0.3522,-0.2908,1.0245,-3.0153,0.084,-0.626
216.361,-0.3491,-0.2906,1.0197,-4.0763,0.5115,-0.1527
216.381,-0.3528,-0.2882,1.0236,-3.145,0.1756,-0.6718
216.401,-0.3491,-0.2894,1.0214,-3.8702,0.1527,-0.542
216.421,-0.3531,-0.2874,1.0204,-3.5573,0.3817,-0.0382
216.441,-0.3575,-0.2891,1.0234,-3.5878,0.1145,-0.6183
216.461,-0.353,-0.2905,1.0192,-3.7405,-0.0305,-0.771
216.481,-0.3531,-0.2902,1.0228,-3.5038,0.4733,-0.0992
216.501,-0.3538,-0.2898,1.0184,-3.8321,0.2366,-0.458
216.521,-0.3503,-0.2926,1.0225,-3.5496,0.084,-0.7023
216.541,-0.3474,-0.2849,1.0176,-3.8015,0.4656,-0.1221
216.561,-0.3519,-0.2871,1.0245,-3.3817,0.1908,-0.5802
216.581,-0.3507,-0.2927,1.0153,-3.7939,0.0611,-0.4351
216.601,-0.3505,-0.2908,1.0236,-3.0229,0.2901,-0.5191
216.621,-0.3535,-0.2902,1.0199,-3.7481,0.3969,-0.374
216.641,-0.3527,-0.2892,1.0157,-3.229,0.0611,-0.3053
216.662,-0.3517,-0.2909,1.0258,-3.7099,0.1756,-0.8321
216.681,-0.353,-0.2917,1.0198,-3.0992,0.0382,-0.3588
216.701,-0.3533,-0.2932,1.0189,-3.8779,0.2901,-0.4046
216.721,-0.3508,-0.2919,1.021,-3.1221,0.0153,-0.7099
216.741,-0.3516,-0.2921,1.019,-3.7023,0.4885,-0.2824
216.761,-0.3534,-0.2909,1.0192,-3.4275,0.0229,-0.4122
216.781,-0.3571,-0.2944,1.0201,-3.8473,0.2748,-0.5267
216.801,-0.3523,-0.2949,1.0203,-3.1679,0.1527,-0.4427
216.821,-0.3529,-0.2917,1.024,-4.0,0.2824,-0.3511
216.841,-0.3533,-0.2888,1.0168,-3.3664,0.2366,-0.4809
216.861,-0.3527,-0.2932,1.0208,-3.7099,0.1985,-0.6489
216.881,-0.3507,-0.2919,1.0233,-3.5267,0.2595,-0.4122
216.901,-0.3539,-0.2916,1.0209,-3.6641,0.313,-0.3511
216.921,-0.3497,-0.2897,1.0212,-3.3053,0.1298,-0.7634
216.941,-0.3527,-0.2903,1.0255,-3.8092,0.4427,-0.145
216.961,-0.3557,-0.2893,1.0211,-3.1679,0.1679,-0.6031
216.981,-0.3516,-0.2928,1.0201,-3.7252,0.2061,-0.8015
217.001,-0.3516,-0.2893,1.02,-3.3053,0.229,-0.1603
217.021,-0.3522,-0.29,1.0201,-3.5649,0.2214,-0.6641
217.041,-0.3503,-0.2931,1.0177,-3.4504,0.0382,-0.4504
217.061,-0.3546,-0.2928,1.0226,-3.5649,0.3359,-0.4046
217.081,-0.3521,-0.2939,1.0221,-3.6183,-0.0229,-0.4809
217.101,-0.3518,-0.2925,1.0181,-3.4962,0.1832,-0.5954
217.121,-0.3516,-0.2942,1.0225,-3.5344,0.1603,-0.542
217.141,-0.3561,-0.2939,1.0178,-3.7099,0.2214,-0.3206
217.161,-0.3544,-0.2914,1.0194,-3.4504,0.1832,-0.4656
217.181,-0.3524,-0.2917,1.0244,-3.6794,0.1374,-0.5038
217.201,-0.3525,-0.2908,1.0159,-3.542,0.3969,-0.2366
217.221,-0.3512,-0.2937,1.0206,-3.5191,0.1374,-0.4885
217.241,-0.3522,-0.2953,1.0194,-3.6336,0.0687,-0.6489
217.261,-0.3552,-0.296,1.0199,-3.374,0.2824,-0.2519
217.281,-0.3524,-0.2932,1.0209,-4.0687,0.3588,-0.3664
217.302,-0.3531,-0.2911,1.0245,-3.1756,0.145,-0.6565
217.321,-0.3549,-0.2897,1.0214,-3.8015,0.3588,-0.229
217.341,-0.3528,-0.2889,1.026,-3.5191,0.3969,-0.458
217.361,-0.3546,-0.2959,1.0186,-3.4885,0.1221,-0.5802
217.381,-0.35,-0.2954,1.0215,-3.3511,0.3053,-0.5649
217.401,-0.349,-0.2913,1.0186,-3.6489,0.3435,-0.145
217.421,-0.3516,-0.2946,1.0205,-3.3053,0.084,-0.8168
217.441,-0.3525,-0.2935,1.0186,-3.6336,0.2519,-0.5649
217.461,-0.3551,-0.2935,1.02,-3.5954,0.4733,0.0305
217.481,-0.3538,-0.2905,1.017,-3.2901,0.1527,-0.9542
217.501,-0.3481,-0.2913,1.0208,-3.4809,0.0076,-0.5267
217.521,-0.3514,-0.2944,1.0217,-3.6183,0.5344,-0.2137
217.541,-0.3534,-0.2964,1.0187,-3.3282,0.0076,-0.7328
217.561,-0.3519,-0.2966,1.022,-3.771,0.2977,-0.6565
217.581,-0.3533,-0.2924,1.0237,-3.2443,0.2595,-0.084
217.601,-0.3552,-0.293,1.0187,-4.0534,0.2366,-0.5954
217.621,-0.3511,-0.2938,1.0229,-3.0229,-0.1298,-0.7405
217.641,-0.3551,-0.2961,1.0208,-3.9695,0.3893,-0.2443
217.661,-0.354,-0.2932,1.0153,-3.3893,0.2137,-0.3206
217.681,-0.3534,-0.296,1.0186,-3.7634,0.0763,-0.8015
217.701,-0.3528,-0.2953,1.0211,-3.4198,0.2137,-0.3817
217.721,-0.3538,-0.2933,1.0192,-3.7634,0.3588,-0.1374
217.741,-0.355,-0.2957,1.0197,-3.3359,-0.0382,-0.8321
217.761,-0.3505,-0.2933,1.0211,-3.626,0.4504,-0.4122
217.781,-0.3517,-0.2943,1.0201,-3.3435,0.313,-0.1985
217.801,-0.3555,-0.2938,1.0209,-3.7481,0.3053,-0.8015
217.821,-0.3524,-0.2937,1.0186,-3.0534,0.1069,-0.4733
217.841,-0.3528,-0.2935,1.0182,-3.7939,0.4427,-0.229
217.861,-0.3541,-0.2944,1.0186,-3.3817,0.2137,-0.4962
217.881,-0.3527,-0.295,1.0212,-3.3359,0.0763,-0.7023
217.901,-0.3513,-0.296,1.0199,-3.8244,0.2137,-0.4198
217.921,-0.3535,-0.2939,1.0198,-3.6183,0.5344,-0.4427
217.942,-0.3527,-0.2983,1.0212,-3.0992,-0.1298,-0.7634
217.961,-0.3517,-0.2981,1.0227,-3.9847,0.1679,-0.1298
217.981,-0.3539,-0.2931,1.0194,-3.5191,0.5038,-0.229
218.001,-0.3536,-0.2928,1.0211,-3.2824,0.0305,-0.9008
218.021,-0.354,-0.2959,1.0175,-4.1221,0.2519,-0.229
218.041,-0.3534,-0.2943,1.0221,-3.2748,0.2519,-0.3588
218.061,-0.3522,-0.2958,1.0188,-3.6489,0.2443,-0.626
218.081,-0.3511,-0.2983,1.0175,-3.458,0.1527,-0.3893
218.101,-0.3524,-0.2988,1.0164,-3.4885,0.1679,-0.3664
218.121,-0.3541,-0.296,1.0162,-3.3511,0.3664,-0.5725
218.141,-0.3538,-0.295,1.0201,-3.4885,0.0916,-0.5725
218.161,-0.3529,-0.2954,1.0192,-3.3282,0.0763,-0.4122
218.181,-0.3544,-0.2936,1.0133,-3.6489,0.374,-0.4046
218.201,-0.3546,-0.2982,1.0205,-3.4656,-0.1221,-0.6641
218.221,-0.3539,-0.2958,1.0168,-3.7328,0.374,-0.4656
218.241,-0.3538,-0.2937,1.0197,-3.3817,0.3664,-0.3511
218.261,-0.3567,-0.2986,1.0173,-3.7786,0.1832,-0.6183
218.281,-0.3533,-0.2992,1.0187,-3.542,0.1298,-0.3588
218.301,-0.3541,-0.2969,1.0173,-3.5191,0.3893,-0.4275
218.321,-0.3511,-0.2952,1.0164,-3.5573,0.1679,-0.5802
218.341,-0.3533,-0.2986,1.0135,-3.5115,0.2672,-0.4504
218.361,-0.3546,-0.2976,1.0182,-3.1908,0.229,-0.4122
218.381,-0.3542,-0.2922,1.0177,-3.7176,0.3435,-0.5344
218.401,-0.3508,-0.295,1.0159,-3.2137,0.0763,-0.4809
218.421,-0.353,-0.2993,1.0188,-3.6107,0.313,-0.5267
218.441,-0.355,-0.2974,1.0165,-3.687,0.2137,-0.2595
218.461,-0.3558,-0.2959,1.0203,-3.1985,0.0687,-0.6718
218.481,-0.3545,-0.2979,1.0165,-3.7328,0.2137,-0.3817
218.501,-0.3513,-0.299,1.0188,-3.4809,0.3893,-0.3282
218.521,-0.3558,-0.2977,1.0172,-3.3817,0.1603,-0.7939
218.541,-0.3513,-0.2997,1.0208,-3.6489,0.1527,-0.3893
218.561,-0.354,-0.2966,1.0203,-3.458,0.3511,-0.4275
218.582,-0.3534,-0.2991,1.0155,-3.3206,0.0,-0.626
218.601,-0.3544,-0.3014,1.021,-3.6718,0.2901,-0.4504
218.621,-0.3533,-0.2972,1.0182,-3.1527,0.1298,-0.4733
218.641,-0.3542,-0.2961,1.0173,-3.8931,0.3511,-0.4504
218.661,-0.3524,-0.2972,1.0238,-3.3588,0.0153,-0.7252
218.681,-0.3562,-0.2964,1.0192,-3.6412,0.3206,-0.313
218.701,-0.3534,-0.2965,1.0187,-3.6794,0.2595,-0.2214
218.721,-0.3517,-0.299,1.0182,-3.1832,0.0534,-1.0229
218.741,-0.3549,-0.2982,1.019,-3.6107,0.2061,-0.2519
218.761,-0.3568,-0.2965,1.0149,-3.374,0.5191,-0.2748
218.781,-0.3538,-0.2985,1.0199,-3.4427,-0.1756,-0.8931
218.801,-0.3491,-0.3008,1.0173,-3.5954,0.4733,-0.3359
218.821,-0.3561,-0.2943,1.0145,-3.229,0.1985,-0.2748
218.841,-0.356,-0.3008,1.0162,-3.7863,0.1145,-0.9008
218.861,-0.3529,-0.2993,1.0183,-3.3282,0.2595,-0.4351
218.881,-0.3535,-0.2987,1.0162,-3.626,0.2901,-0.1832
218.901,-0.3529,-0.2979,1.0192,-3.6031,0.2061,-0.6947
218.921,-0.3522,-0.2991,1.0179,-3.3435,0.145,-0.3053
218.941,-0.3571,-0.3005,1.0198,-3.626,0.3969,-0.5038
218.961,-0.3561,-0.2975,1.0186,-3.3664,0.2748,-0.374
218.981,-0.3546,-0.3004,1.0149,-3.4656,0.2214,-0.7099
219.001,-0.3506,-0.2966,1.0184,-3.3435,0.1603,-0.5267
219.021,-0.3545,-0.3029,1.0153,-3.6031,0.4885,-0.2824
219.041,-0.35,-0.2993,1.0154,-3.3588,-0.0534,-0.7099
219.061,-0.3529,-0.2982,1.0146,-3.5115,0.2977,-0.5344
219.081,-0.3552,-0.298,1.0135,-3.5802,0.229,-0.1908
219.101,-0.3523,-0.2974,1.0131,-3.4198,0.2443,-0.5954
219.121,-0.3564,-0.2981,1.0181,-3.4046,0.084,-0.5191
219.141,-0.3525,-0.2992,1.0167,-3.6107,0.4275,-0.4885
219.161,-0.3536,-0.3,1.0142,-3.3664,0.2366,-0.4275
219.181,-0.3572,-0.3009,1.0209,-3.5954,0.1603,-0.4351
219.201,-0.3529,-0.2983,1.0192,-3.2366,0.2519,-0.6031
219.222,-0.3539,-0.2949,1.0177,-3.626,0.5038,-0.2672
219.241,-0.3552,-0.3015,1.0187,-3.1832,0.0458,-0.7023
219.261,-0.3541,-0.301,1.0173,-3.7252,0.1679,-0.6489
219.281,-0.3542,-0.298,1.014,-3.2366,0.3282,-0.1527
219.301,-0.3555,-0.2994,1.0154,-3.6107,0.0916,-0.6107
219.321,-0.351,-0.2992,1.0172,-3.3893,0.1221,-0.6565
219.341,-0.3517,-0.3014,1.0216,-3.4198,0.3664,-0.1221
219.361,-0.3573,-0.3018,1.0173,-3.4656,0.2214,-0.6336
219.381,-0.3547,-0.3011,1.0186,-3.4122,0.1221,-0.626
219.401,-0.353,-0.3027,1.0198,-3.3588,0.1908,-0.458
219.421,-0.3533,-0.3007,1.0171,-3.6336,0.3359,-0.3359
219.441,-0.3534,-0.2983,1.016,-3.229,0.2366,-0.5802
219.461,-0.3491,-0.2991,1.0154,-3.6641,0.0611,-0.5954
219.481,-0.3536,-0.3002,1.0203,-3.2977,0.458,-0.3511
219.501,-0.3573,-0.3,1.019,-3.7634,-0.0076,-0.4733
219.521,-0.3572,-0.301,1.015,-2.9313,-0.0305,-0.8168
219.541,-0.3547,-0.3013,1.0162,-4.1756,0.3588,0.0611
219.561,-0.3519,-0.2997,1.0176,-2.8321,0.2672,-1.1374
219.581,-0.3563,-0.3025,1.0204,-4.0,-0.1679,-0.2519
219.601,-0.3542,-0.302,1.0201,-3.4504,0.458,-0.3282
219.621,-0.3561,-0.2982,1.0151,-3.3282,0.1221,-0.3817
219.641,-0.3547,-0.302,1.016,-4.2824,0.3664,-0.374
219.661,-0.3522,-0.3011,1.0199,-3.0,0.3053,-0.9008
219.681,-0.3544,-0.3022,1.0159,-3.6947,0.3359,-0.313
219.701,-0.3523,-0.3044,1.0183,-3.1985,0.4656,-0.2595
219.721,-0.3535,-0.3005,1.0186,-3.2595,0.0763,-0.9237
219.741,-0.3552,-0.2985,1.0162,-3.4885,0.5649,-0.1145
219.761,-0.3577,-0.2987,1.016,-2.9618,0.5954,-0.2595
219.781,-0.3579,-0.3003,1.0201,-4.1603,-0.5649,-1.5878
219.801,-0.3528,-0.3029,1.0177,-3.5496,-0.2824,0.6107
219.821,-0.354,-0.299,1.0223,-3.4275,0.7939,-0.8626
219.841,-0.3514,-0.3031,1.0186,-4.0534,-0.8626,-0.3893
219.862,-0.351,-0.3044,1.0146,-3.2061,0.6183,-0.4809
219.881,-0.3578,-0.3024,1.0172,-3.4122,0.3893,-0.5802
219.901,-0.353,-0.3059,1.0142,-3.5802,-0.1908,-0.458
219.921,-0.3539,-0.3004,1.0188,-3.4885,0.5267,-0.542
219.941,-0.3539,-0.3003,1.0181,-3.3359,0.3359,-0.2824
219.961,-0.3535,-0.304,1.016,-3.6489,-0.1298,-0.5802
219.981,-0.3495,-0.3043,1.0175,-3.2061,0.4198,-0.7328
220.001,-0.3546,-0.2975,1.0077,-3.6107,0.2366,-0.0916
220.021,-0.3552,-0.3024,1.0171,-3.1908,-0.0305,-0.9618
220.041,-0.3535,-0.3041,1.0131,-3.5344,0.1527,-0.5344
220.061,-0.3536,-0.2985,1.0138,-3.4198,0.5344,0.0916
220.081,-0.3562,-0.304,1.0107,-3.2977,-0.0992,-1.0687
220.101,-0.3544,-0.304,1.0165,-3.6489,0.2519,-0.4733
220.121,-0.3541,-0.3037,1.0186,-3.2748,0.3817,-0.1069
220.141,-0.3552,-0.3021,1.0173,-3.9084,0.1374,-0.6718
220.161,-0.353,-0.3011,1.0157,-3.458,0.2137,-0.5649
220.181,-0.3567,-0.3035,1.0248,-3.2137,0.1756,-0.5344
220.201,-0.3558,-0.3031,1.0133,-4.1908,-0.1145,-0.145
220.221,-0.3524,-0.3025,1.0122,-2.8702,0.229,-0.6718
220.241,-0.3478,-0.2987,1.0146,-3.5573,0.2519,-0.2061
220.261,-0.3517,-0.302,1.0178,-3.0382,0.4656,-0.8779
220.281,-0.3569,-0.3101,1.0217,-3.5954,0.2137,-0.8321
220.301,-0.3584,-0.3101,1.0201,-3.4733,0.1756,-0.5954
220.321,-0.3594,-0.3033,1.0125,-3.7023,0.3282,0.145
220.341,-0.355,-0.3009,1.0131,-3.4427,-0.0763,-0.4733
220.361,-0.3466,-0.2996,1.0183,-3.6794,0.2366,-0.6565
220.381,-0.3506,-0.3051,1.0182,-3.4656,0.4198,-0.6031
220.401,-0.3596,-0.3098,1.0165,-3.8397,0.1679,-0.7557
220.421,-0.3572,-0.3101,1.0116,-3.3206,0.0763,-0.3053
220.441,-0.3566,-0.2976,1.0139,-3.4504,0.3435,0.0458
220.461,-0.3502,-0.2939,1.016,-3.4275,0.3282,-0.2748
220.481,-0.3496,-0.2994,1.0126,-3.5038,0.1908,-1.0153
220.502,-0.355,-0.3025,1.036,-6.458,0.6183,-1.855
220.521,-0.3583,-0.3131,1.0112,-5.687,0.0382,0.2443
220.541,-0.3562,-0.3016,1.026,-1.0076,0.5649,-0.855
220.561,-0.3542,-0.2969,1.0125,-4.5496,0.3359,-0.1603
220.581,-0.3513,-0.3019,1.0212,-2.5878,-0.1145,-0.4122
220.601,-0.3523,-0.3051,1.0188,-4.2824,0.6718,-1.1145
220.621,-0.3564,-0.3146,1.0209,-2.9237,-0.0534,-0.8931
220.641,-0.3604,-0.3109,1.0189,-3.9466,0.6412,0.2366
220.661,-0.3588,-0.2999,1.0148,-3.1832,0.2214,-0.1985
220.681,-0.356,-0.2991,1.0128,-3.6565,0.1145,-0.5191
220.701,-0.3505,-0.304,1.0182,-3.687,0.1603,-0.7634
220.721,-0.3553,-0.3112,1.0139,-3.3969,0.2366,-0.8931
220.741,-0.3568,-0.3147,1.0157,-3.7252,0.1985,-0.4427
220.761,-0.3562,-0.309,1.0165,-3.0687,0.1069,-0.2061
220.781,-0.3547,-0.3021,1.0134,-3.7252,0.4351,0.084
220.801,-0.3557,-0.2999,1.0172,-3.3817,0.229,-0.5725
220.821,-0.3555,-0.3065,1.0154,-3.8092,0.1527,-1.0992
220.841,-0.3558,-0.3104,1.0148,-3.542,0.3282,-0.2977
220.861,-0.3534,-0.3096,1.0137,-3.3206,0.2443,-0.6336
220.881,-0.3539,-0.3065,1.0125,-3.6107,0.1145,-0.3206
220.901,-0.3566,-0.3049,1.0175,-3.2366,0.4427,-0.2061
220.921,-0.3561,-0.3024,1.0101,-3.4275,0.0916,-0.8321
220.941,-0.356,-0.3074,1.0142,-3.5344,0.0916,-0.771
220.961,-0.3555,-0.3105,1.0182,-3.1221,0.1221,-0.4809
220.981,-0.3568,-0.3082,1.0173,-3.8092,0.2977,-0.313
221.001,-0.3564,-0.3047,1.0165,-3.1985,0.084,-0.4733
221.021,-0.3551,-0.3066,1.0156,-3.9313,0.2366,-0.4198
221.041,-0.3503,-0.3029,1.0121,-3.1985,0.3588,-0.626
221.061,-0.3563,-0.3082,1.0111,-3.4885,0.0611,-0.4351
221.081,-0.3527,-0.3093,1.0171,-3.9924,0.3053,-0.687
221.101,-0.3542,-0.3026,1.0182,-2.2366,0.1374,-0.374
221.121,-0.3579,-0.3066,1.0087,-4.4198,-0.229,-0.0611
221.142,-0.3523,-0.3079,1.0212,-3.458,0.2137,-0.6183
221.161,-0.3512,-0.3053,1.0112,-3.4962,0.6718,-0.5191
221.181,-0.3528,-0.3082,1.015,-3.4885,0.0229,-0.7023
221.201,-0.3562,-0.3086,1.0165,-4.0534,0.1908,-0.0382
221.221,-0.3573,-0.3086,1.02,-3.0229,0.2214,-0.6336
221.241,-0.3522,-0.3036,1.0145,-4.6107,0.9237,-0.3664
221.261,-0.3524,-0.3035,1.0195,-2.0534,-0.0229,-0.8015
221.281,-0.3523,-0.3098,1.0157,-4.3969,-0.0611,-0.5115
221.301,-0.3507,-0.3121,1.014,-3.4733,0.5038,-0.6031
221.321,-0.3585,-0.3081,1.0089,-2.9008,0.3435,-0.3664
221.341,-0.3573,-0.3083,1.0139,-4.0763,-0.0458,-0.4351
221.361,-0.3528,-0.3053,1.0145,-3.4427,0.4046,-0.0458
221.381,-0.3578,-0.3057,1.0101,-3.313,0.0992,-0.6947
221.401,-0.3535,-0.3085,1.0197,-3.9237,0.0153,-0.855
221.421,-0.3529,-0.3112,1.0131,-3.1221,0.4122,-0.1679
221.441,-0.3538,-0.3077,1.0166,-3.458,0.4198,-0.458
221.461,-0.3563,-0.3058,1.0128,-3.4427,0.1527,-0.4733
221.481,-0.3516,-0.3048,1.0112,-3.1832,0.1679,-0.3588
221.501,-0.3556,-0.3059,1.0129,-3.6489,0.2977,-0.7328
221.521,-0.3528,-0.308,1.0178,-3.5267,0.1603,-0.6107
221.541,-0.3546,-0.3108,1.0083,-3.1756,0.0992,-0.4198
221.561,-0.356,-0.3101,1.0151,-3.9008,0.374,-0.1603
221.581,-0.355,-0.3062,1.0095,-3.2672,0.2824,-0.3511
221.601,-0.354,-0.3071,1.0159,-3.5267,0.1069,-0.8397
221.621,-0.3557,-0.311,1.0149,-3.7786,0.4198,-0.3664
221.641,-0.3562,-0.3077,1.0139,-2.9466,0.1908,-0.4962
221.661,-0.3547,-0.3103,1.0135,-3.8702,0.1527,-0.6565
221.681,-0.3525,-0.3064,1.012,-3.145,0.2824,-0.2366
221.701,-0.3572,-0.3049,1.0138,-3.6107,0.1832,-0.4504
221.721,-0.3569,-0.3103,1.0143,-3.5802,0.0153,-0.8779
221.741,-0.3534,-0.3098,1.0148,-3.2366,0.1374,-0.4427
221.761,-0.3538,-0.311,1.0139,-3.7557,0.2519,-0.3282
221.782,-0.3558,-0.3114,1.0117,-3.2366,0.2061,-0.4885
221.801,-0.3573,-0.3092,1.0166,-3.458,0.0763,-0.542
221.821,-0.3578,-0.3092,1.0129,-3.5649,0.3511,-0.3893
221.841,-0.3541,-0.3094,1.0145,-3.1756,0.2748,-0.4733
221.861,-0.3602,-0.3118,1.0116,-3.5115,-0.0458,-0.9313
221.881,-0.3542,-0.3091,1.014,-3.6947,0.3817,-0.0992
221.901,-0.3567,-0.3044,1.0144,-3.0763,0.3206,-0.4046
221.921,-0.356,-0.3088,1.0111,-3.8779,0.0,-0.9084
221.941,-0.356,-0.3116,1.0115,-3.2519,0.3969,-0.2977
221.961,-0.3569,-0.3098,1.0117,-3.2901,0.2595,-0.4809
221.981,-0.3578,-0.3129,1.0162,-3.8321,0.0763,-0.7328
222.001,-0.356,-0.3099,1.0144,-3.0382,0.3588,-0.2824
222.021,-0.3553,-0.3093,1.0118,-3.7252,0.2214,-0.2824
222.041,-0.358,-0.3091,1.0122,-3.4504,0.1679,-0.7328
222.061,-0.3535,-0.3114,1.0144,-3.2137,0.0611,-0.5649
222.081,-0.3563,-0.3103,1.0117,-3.5725,0.3511,-0.4885
222.101,-0.3551,-0.3118,1.0104,-3.3664,0.2748,-0.4275
222.121,-0.3528,-0.3115,1.0144,-3.4122,0.1527,-0.626
222.141,-0.3557,-0.3087,1.014,-3.4046,0.2824,-0.4122
222.161,-0.358,-0.3069,1.0159,-3.5573,0.2519,-0.313
222.181,-0.3563,-0.3081,1.0173,-3.5038,0.084,-0.7786
222.201,-0.3578,-0.3099,1.0128,-3.4351,0.2672,-0.5191
222.221,-0.3574,-0.3096,1.0105,-3.4275,0.3817,-0.313
222.241,-0.3558,-0.3108,1.0095,-3.3511,0.1908,-0.7023
222.261,-0.3541,-0.3112,1.0145,-3.458,0.3435,-0.3893
222.281,-0.3577,-0.3093,1.0138,-3.2519,0.2214,-0.5649
222.301,-0.3544,-0.3099,1.0145,-3.7481,0.2366,-0.4809
222.321,-0.3563,-0.3092,1.0178,-3.3588,0.2443,-0.4885
222.341,-0.3569,-0.3109,1.012,-3.6107,0.1756,-0.4809
222.361,-0.3583,-0.3127,1.0128,-3.4122,0.3435,-0.4275
222.381,-0.3523,-0.3099,1.0116,-3.5573,0.229,-0.5496
222.401,-0.3589,-0.3091,1.012,-3.2901,0.1221,-0.7328
222.422,-0.3562,-0.3116,1.0128,-3.5038,0.4275,-0.2595
222.441,-0.3567,-0.3121,1.0172,-3.2824,0.145,-0.6947
222.461,-0.354,-0.3112,1.0065,-3.5878,0.1603,-0.4351
222.481,-0.3602,-0.3103,1.012,-3.3817,0.3664,-0.2366
222.501,-0.3588,-0.3074,1.0166,-3.4656,0.2366,-0.6947
222.521,-0.356,-0.3082,1.0122,-3.4198,0.2748,-0.5267
222.541,-0.355,-0.3096,1.016,-3.3435,0.2977,-0.4656
222.561,-0.3601,-0.3124,1.0109,-3.3664,0.1298,-0.6718
222.581,-0.3531,-0.3104,1.0123,-3.4198,0.1908,-0.3664
222.601,-0.3555,-0.3143,1.0144,-3.542,0.2214,-0.6336
222.621,-0.3573,-0.3136,1.0104,-3.5802,0.2214,-0.4275
222.641,-0.3574,-0.3104,1.0123,-3.542,0.2901,-0.4733
222.661,-0.3535,-0.312,1.0095,-3.3893,0.0992,-0.7252
222.681,-0.3524,-0.3115,1.0101,-3.5191,0.2901,-0.3664
222.701,-0.36,-0.3118,1.0139,-3.2214,0.2366,-0.4656
222.721,-0.3567,-0.3136,1.0118,-3.5954,0.1069,-0.7405
222.741,-0.3571,-0.3137,1.0105,-3.1908,0.2672,-0.2595
222.761,-0.3601,-0.3127,1.0112,-3.6412,0.2672,-0.4733
222.781,-0.3542,-0.3136,1.0109,-3.3282,0.1756,-0.5802
222.801,-0.3551,-0.3126,1.0127,-3.5802,0.3435,-0.2595
222.821,-0.3563,-0.3127,1.0094,-3.3435,0.2977,-0.6412
222.841,-0.3551,-0.3079,1.0088,-3.4122,0.3282,-0.4656
222.861,-0.3566,-0.312,1.0118,-3.2824,0.1069,-0.542
222.881,-0.355,-0.3101,1.0128,-3.7481,0.1832,-0.4351
222.901,-0.3556,-0.3114,1.0161,-3.4275,0.3664,-0.2901
222.921,-0.353,-0.3113,1.0134,-3.5344,0.0916,-0.7252
222.941,-0.3536,-0.3124,1.0111,-3.4427,0.3511,-0.5191
