ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
32.181,0.0924,-0.9739,-0.0149,-5.4504,0.2977,-0.8092
32.201,0.1033,-0.9885,0.0112,1.2214,1.5878,-2.8168
32.221,0.108,-0.9915,0.0087,4.9847,0.9313,-1.4962
32.241,0.1027,-0.9763,-0.0254,-5.2748,-0.6641,0.9771
32.261,0.0858,-0.974,-0.0393,-10.0687,-0.1603,0.5038
32.281,0.1058,-0.9812,0.0028,-6.2672,0.2748,-0.6718
32.301,0.1112,-0.995,0.0013,1.5954,1.7405,-2.1298
32.321,0.1057,-0.9775,0.0074,1.3282,0.7939,-1.7557
32.342,0.0944,-0.9784,-0.0269,-2.3435,0.9847,-1.9008
32.361,0.0896,-0.9709,-0.032,-4.4351,-0.8092,-0.2366
32.381,0.1096,-0.9907,0.0089,-5.3817,-1.458,-0.084
32.401,0.1073,-1.0032,0.0123,4.0305,1.542,-2.8626
32.421,0.0994,-0.9624,-0.0239,4.7481,2.0076,-3.2519
32.441,0.1021,-0.9734,-0.0177,-8.3817,2.0229,-1.084
32.461,0.0898,-0.9738,-0.021,-5.4962,-0.458,0.1145
32.481,0.1024,-0.9803,0.0231,-2.4275,-0.5649,1.3282
32.501,0.104,-0.9823,0.0212,8.9008,0.4809,-0.3817
32.521,0.0997,-0.9781,-0.0255,16.1985,-0.2824,-0.6565
32.541,0.1117,-0.9927,-0.0051,-0.9313,-1.7634,1.1756
32.561,0.1055,-0.9689,0.0103,-1.0305,-1.2901,-1.5573
32.581,0.0884,-0.9722,0.0029,10.0763,3.8702,-6.2595
32.601,0.115,-0.9723,-0.0133,25.4809,3.7405,-11.6489
32.621,0.113,-0.9702,0.0017,20.6031,-1.0916,0.1756
32.641,0.1217,-0.9846,0.0421,-4.6489,-1.5038,2.6031
32.661,0.1222,-0.9838,0.0608,14.4122,-1.7252,-0.8397
32.681,0.1003,-1.0602,0.0577,49.7557,-4.2901,5.2443
32.701,0.1206,-1.0056,0.0366,30.0153,-11.0,0.771
32.721,0.1262,-0.986,0.0459,3.4046,-1.5878,-4.3206
32.741,0.1057,-0.9911,0.0707,-6.4046,-0.4885,-8.4351
32.761,0.0967,-1.043,0.1265,34.5649,-0.4656,-11.1374
32.781,0.0961,-0.9641,0.0721,79.5878,-7.5496,-5.7405
32.801,0.1388,-0.9473,0.1057,42.7176,-6.5267,0.8931
32.821,0.1571,-0.9698,0.1202,-18.542,2.0229,-2.5878
32.841,0.1025,-1.0184,0.1395,-16.9466,1.8015,-3.5191
32.861,0.0763,-1.0194,0.1223,43.3359,-2.1603,-5.9008
32.881,0.0891,-0.9514,0.1233,72.4504,-3.5191,-8.3969
32.901,0.1909,-0.9197,0.2113,44.6489,-2.0763,-0.6565
32.921,0.1357,-0.9625,0.1788,-12.4656,-0.7557,7.8626
32.941,0.0903,-1.0312,0.1855,22.0229,1.5954,7.0534
32.961,0.085,-1.0579,0.1511,59.7176,-10.4122,7.4122
32.982,0.1165,-1.0354,0.1667,86.4046,-1.6565,2.8626
33.001,0.0922,-0.9963,0.2754,139.9695,-5.2672,-1.916
33.021,0.1318,-0.9364,0.3103,168.2977,-1.3053,-20.6336
33.041,0.14,-0.938,0.3655,109.2366,4.1985,-29.6641
33.061,0.1389,-1.0272,0.4246,77.4046,4.8397,-18.8321
33.081,0.1357,-0.9312,0.4307,96.8397,-1.2824,-11.7023
33.101,0.1302,-0.886,0.4771,118.4504,-1.8931,-12.8168
33.121,0.0771,-0.8911,0.4629,191.8473,-0.4809,-32.9924
33.141,0.1239,-0.8889,0.5823,250.1298,4.5954,-65.0763
33.161,0.2424,-0.7645,0.7654,250.1298,3.6947,-57.5878
33.181,0.2719,-0.7196,0.8326,164.7176,-0.5725,-2.458
33.201,0.1744,-0.7173,0.8291,95.687,0.1679,1.9695
33.221,0.1621,-0.6974,0.9141,189.5191,-8.1908,-17.7634
33.241,0.1978,-0.6416,0.8772,250.1298,-7.0305,-35.5038
33.261,0.2201,-0.5035,0.8921,250.1298,-7.7252,-50.8321
33.281,0.2432,-0.4452,0.989,244.3206,-4.145,-49.4351
33.301,0.2747,-0.3451,1.1215,175.855,1.0458,-26.8397
33.321,0.2344,-0.3291,1.0974,138.7633,-1.6183,-4.626
33.341,0.2312,-0.2615,1.0986,163.0229,-1.2366,-9.7252
33.361,0.2159,-0.1992,1.0061,175.8397,0.5649,-18.5191
33.381,0.2394,-0.2144,1.0602,110.4962,0.1069,-23.5496
33.401,0.2694,-0.1298,1.1273,75.8168,4.3359,-18.8931
33.421,0.2693,-0.0865,1.1445,7.4885,10.1374,3.9695
33.441,0.2168,-0.1172,1.1033,-52.4046,5.8779,9.6107
33.461,0.16,-0.0892,1.0674,76.0229,-5.1832,-21.7328
33.481,0.2698,-0.0587,1.1758,238.0458,4.5878,-25.0
33.501,0.2889,-0.0065,1.1702,194.8321,15.5878,-5.0992
33.521,0.2299,0.0756,1.0732,81.1679,24.5878,-10.4427
33.541,0.2032,0.0938,1.1327,3.1908,10.1374,-7.229
33.561,0.2422,0.0457,1.2131,-59.6794,8.5802,9.374
33.581,0.2087,0.0864,1.1934,-56.2824,5.8931,15.7634
33.601,0.1638,0.1141,1.0957,118.8626,-5.8779,-5.8702
33.622,0.2358,0.1108,1.0994,158.4656,2.4122,-17.8397
33.641,0.2406,0.1163,1.155,106.9695,2.7252,-17.3435
33.661,0.2335,0.166,1.0906,-5.6107,7.5802,-4.1832
33.681,0.2142,0.1914,1.1257,-61.5878,3.2214,-1.3435
33.701,0.2187,0.1392,1.1306,-102.0229,9.1527,6.6107
33.721,0.1927,0.161,1.1476,-47.5649,1.4885,3.6107
33.741,0.21,0.099,1.1381,45.4733,-1.0916,-1.2519
33.761,0.2223,0.1216,1.1326,11.5344,-1.9084,-2.5573
33.781,0.2028,0.1421,1.0951,-34.6336,0.6489,1.5496
33.801,0.2036,0.1052,1.1371,-38.2672,3.1298,2.7786
33.821,0.1825,0.1279,1.1421,-9.8702,-2.5191,-0.6031
33.841,0.1914,0.1667,1.1385,106.5573,-5.0763,-9.2443
33.861,0.2422,0.1747,1.0975,97.9924,-2.6641,-10.3969
33.881,0.2152,0.1917,1.1066,45.145,-3.2214,-9.7863
33.901,0.2185,0.2028,1.1219,9.2137,0.9847,-5.2443
33.921,0.1805,0.2169,1.1024,31.9313,0.9924,-1.9771
33.941,0.207,0.3018,1.1047,163.4733,-4.5038,-13.6947
33.961,0.2177,0.2994,1.0831,171.9924,-6.2595,-18.1221
33.981,0.2242,0.3549,1.0562,158.7939,-6.2672,-14.7481
34.001,0.2336,0.4235,1.0687,126.3206,6.0076,2.0763
34.021,0.2239,0.4694,1.0602,112.8473,3.5878,-1.4351
34.041,0.1991,0.5061,0.9811,155.0,-7.1908,-16.2748
34.061,0.2218,0.5442,0.9604,171.2595,-4.0763,-20.771
34.081,0.2126,0.5923,0.9707,190.1679,-1.4733,-20.6031
34.101,0.2157,0.6479,0.908,156.9389,1.2061,-15.5115
34.121,0.2131,0.7155,0.8298,169.7557,-1.0153,-13.8702
34.141,0.23,0.6918,0.7714,250.1298,4.3664,-6.4733
34.161,0.2031,0.739,0.7524,228.2519,1.0687,-12.7405
34.181,0.1819,0.8463,0.6969,187.8855,-7.4275,-20.0763
34.201,0.1892,0.9064,0.6379,142.9008,3.8702,-25.313
34.221,0.1469,0.9033,0.5968,145.1069,13.8015,-24.1985
34.241,0.1548,0.8463,0.5315,124.0,11.1298,-27.1374
34.262,0.197,0.931,0.5205,153.0534,2.6336,-31.0229
34.281,0.1729,0.9901,0.4762,139.7557,-1.8931,-34.7786
34.301,0.1096,0.984,0.3496,172.7557,2.5191,-41.458
34.321,0.0654,0.9943,0.351,156.9237,3.2137,-40.9389
34.341,0.0618,0.9742,0.3118,81.2366,10.5496,-27.9847
34.361,0.0795,0.994,0.2612,56.3511,12.8626,-21.4275
34.381,0.1067,1.0511,0.1703,103.6031,6.8473,-22.916
34.401,0.0896,0.9869,0.2177,121.9008,-7.0916,-16.0153
34.421,0.0389,1.0115,0.1768,94.8626,-8.8626,-11.374
34.441,0.0459,1.0105,0.132,49.8092,-5.0382,-8.3893
34.461,0.0583,1.047,0.1052,38.0305,-2.084,-11.8321
34.481,0.0704,1.0585,0.092,60.8168,-7.3664,-23.5496
34.501,0.078,0.9916,0.0815,57.9466,-8.2595,-20.1145
34.521,0.0516,0.9781,0.0679,39.2061,-1.626,-11.9466
34.541,0.0488,0.9915,0.0192,27.0534,-0.6794,-11.7863
34.561,0.0651,1.0468,0.0255,25.3206,-4.2214,-11.9008
34.581,0.0593,1.0291,-0.0194,60.1527,-10.771,-24.6107
34.601,0.0265,1.0154,-0.0182,43.6336,-11.0992,-19.9008
34.621,0.0057,1.0038,-0.0255,22.2595,-3.3969,-14.1069
34.641,-0.0045,1.0132,-0.0548,21.5114,6.8626,-14.916
34.661,-0.0161,0.9799,-0.0358,32.1832,1.6565,-13.1603
34.681,0.0597,0.9108,-0.0322,48.1145,-2.8626,-15.3511
34.701,-0.0253,0.9789,-0.0007,72.1374,-9.2214,-17.6489
34.721,-0.0309,1.0817,-0.0858,47.229,-10.1832,-13.6718
34.741,-0.0277,1.0422,-0.1104,24.8702,-7.4885,-12.8321
34.761,-0.0172,1.0146,-0.1224,2.0229,-2.5573,-5.2443
34.781,-0.0088,0.9912,-0.1171,6.6031,0.8015,-3.771
34.801,-0.0032,1.0017,-0.1196,2.6183,-1.4809,-1.4809
34.821,-0.0116,0.9875,-0.1313,0.9695,-3.687,-2.9466
34.841,-0.0045,1.0,-0.1641,-5.9008,-5.9466,1.7939
34.861,0.0153,1.0088,-0.173,2.542,1.1832,-0.5267
34.881,0.0132,0.9338,-0.1509,12.9389,5.6107,1.458
34.902,-0.022,0.9353,-0.1438,12.626,2.1985,7.5573
34.921,-0.0179,0.9611,-0.1444,7.5267,-1.6412,7.8473
34.941,-0.0089,0.9956,-0.1542,2.2137,-9.0229,7.1756
34.961,-0.0131,1.0112,-0.1451,-10.916,-5.8244,5.1298
34.981,-0.0183,0.9474,-0.1007,-0.145,3.855,-2.2977
35.001,-0.0178,0.9846,-0.1071,-6.458,5.0763,-3.6183
35.021,-0.0096,1.0181,-0.1533,-6.9008,2.3893,-5.3664
35.041,-0.0118,0.9983,-0.1432,-10.8168,-1.6947,-5.0763
35.061,0.0,0.9348,-0.1271,-10.9618,-6.6947,1.687
35.081,-0.0112,0.9341,-0.0978,17.3511,-2.0534,-0.0687
35.101,-0.0076,1.0072,-0.1492,25.0153,-1.0916,-4.2977
35.121,-0.0128,1.0195,-0.181,13.4504,-6.855,-4.0
35.141,-0.0189,0.9657,-0.1552,-1.3359,-9.4198,1.3511
35.161,-0.0072,0.9658,-0.137,-12.4427,-6.2519,1.7023
35.181,-0.0083,0.9423,-0.1578,8.3206,0.0992,-3.9084
35.201,-0.0107,0.9877,-0.2014,15.6794,2.6031,-8.8168
35.221,-0.022,1.0115,-0.2139,16.1756,-8.7176,-7.1908
35.241,-0.0089,0.9656,-0.1711,-10.5954,-3.5496,-2.8321
35.261,-0.0127,0.9625,-0.1544,-19.4809,-1.1985,0.0916
35.281,-0.0216,0.9618,-0.1698,-7.1603,-1.1908,4.5191
35.301,-0.0253,0.988,-0.1709,-7.5115,-1.9924,5.2901
35.321,-0.0186,0.9771,-0.1437,-17.6107,-2.6489,6.7939
35.341,0.0078,0.9928,-0.1455,-21.1832,-0.1298,4.6718
35.361,-0.0029,0.9977,-0.1423,-22.9924,-0.4809,3.0305
35.381,-0.0201,0.9741,-0.1604,-20.5802,-0.1908,0.8244
35.401,-0.017,0.9738,-0.1361,-9.916,2.5344,-1.2901
35.421,0.0037,0.9884,-0.1167,-12.8779,4.2519,-3.0534
35.441,0.006,0.9894,-0.1031,-19.0153,2.458,-4.0153
35.461,-0.0123,0.9536,-0.1073,-12.1145,-1.1374,-4.7634
35.481,-0.0225,0.9647,-0.1218,-6.0382,-2.9313,-2.6107
35.501,-0.0084,1.03,-0.1223,-9.5038,-2.6489,-3.9084
35.521,-0.004,0.989,-0.1389,-7.3511,1.7786,-4.8931
35.542,-0.0109,0.9944,-0.1437,-7.0534,-0.6107,-3.4809
35.561,-0.0277,0.9712,-0.103,-4.458,-0.0153,-3.687
35.581,-0.0168,1.0183,-0.1079,-4.8473,5.2901,-6.1908
35.601,0.0015,0.9862,-0.1205,-10.2443,-1.1985,-7.1527
35.621,-0.0322,0.9645,-0.1171,1.9237,4.9771,-4.0763
35.641,-0.0282,0.9761,-0.0991,1.0534,4.5573,-3.5725
35.661,-0.0134,0.9963,-0.0946,-4.7939,0.5878,-3.2672
35.681,-0.002,0.9755,-0.1323,-8.7634,-1.229,-1.7557
35.701,-0.0125,0.9735,-0.1298,-2.8931,-6.1145,1.1985
35.721,-0.0264,0.9846,-0.1202,3.2443,-2.8473,-0.7405
35.741,-0.0323,1.0007,-0.1096,6.9847,5.6794,-4.4427
35.761,-0.0209,1.0016,-0.113,-0.5191,6.2901,-4.8015
35.781,-0.0103,0.9644,-0.1451,-6.771,1.8092,-1.8779
35.801,-0.0087,0.9866,-0.1359,-10.542,-7.542,2.084
35.821,-0.0225,1.0039,-0.118,4.1527,-4.0992,-0.0458
35.841,-0.0205,1.0054,-0.1046,-1.4046,-0.084,-1.1298
35.861,-0.0264,0.9955,-0.0997,-5.2214,2.2443,-1.1908
35.881,-0.0193,0.957,-0.1176,-7.1756,2.8931,-2.6412
35.901,-0.0151,0.9811,-0.132,-5.7099,-4.1908,-0.4122
35.921,-0.0046,0.9934,-0.1394,1.2901,-5.6412,0.2595
35.941,-0.0225,0.981,-0.1188,8.7328,0.4275,-0.6794
35.961,-0.0349,0.9867,-0.1155,4.1603,1.0992,-1.5038
35.981,-0.0319,0.984,-0.1371,-5.687,2.1908,-2.0534
36.001,-0.0197,0.9711,-0.151,-6.2748,-2.0229,-0.7786
36.021,-0.0206,0.9701,-0.1222,2.7863,-4.6947,0.5038
36.041,-0.0199,0.9701,-0.1038,13.1603,-0.2824,-3.2214
36.061,-0.0372,1.0021,-0.1168,11.6107,-0.2901,-4.1679
36.081,-0.0254,0.9805,-0.1599,0.1679,-2.1679,-3.5344
36.101,-0.0292,0.9949,-0.1582,-2.6336,-2.2824,-1.0992
36.121,-0.0267,0.9875,-0.1312,-4.0534,-1.1374,-0.4809
36.141,-0.0289,0.9751,-0.1222,-3.1832,-0.084,-0.5038
36.161,-0.0287,0.9999,-0.1296,-1.8931,1.3053,-1.9542
36.182,-0.0229,0.9844,-0.1707,-5.5802,0.3664,-2.374
36.201,-0.0243,0.9838,-0.1428,-7.7099,-1.8321,-1.4046
36.221,-0.0173,0.96,-0.1151,-4.5878,1.916,-0.7557
36.241,-0.0129,0.9769,-0.1233,-2.8779,0.0458,-0.3435
36.261,-0.0165,1.0023,-0.1721,-0.3435,-0.4351,-2.3969
36.281,-0.0247,0.9611,-0.173,0.0992,-1.0992,-1.0382
36.301,-0.0337,0.9648,-0.1327,-5.0305,-2.3053,0.6947
36.321,-0.0283,0.9772,-0.1201,-3.8321,2.4809,-0.5649
36.341,-0.0234,1.0083,-0.1227,-1.313,1.4122,-2.1679
36.361,-0.0209,0.9687,-0.151,-2.9924,0.9695,-3.2519
36.381,-0.0332,0.9781,-0.1329,-7.6183,-3.6336,0.0687
36.401,-0.0251,0.9966,-0.1298,-6.1298,-0.7634,-0.3053
36.421,-0.0259,0.9896,-0.1385,5.8779,1.9084,-3.3053
36.441,-0.037,0.978,-0.1333,6.145,0.4962,-3.374
36.461,-0.04,0.955,-0.1545,1.0076,-0.0076,-2.4885
36.481,-0.0232,0.9879,-0.1353,-7.4809,-4.4351,-0.0305
36.501,-0.0153,1.0187,-0.1608,-8.8702,-0.9084,-1.1298
36.521,-0.0132,0.976,-0.1659,1.6641,2.0,-1.8092
36.541,-0.0326,0.965,-0.1437,3.3435,1.7328,-0.7939
36.561,-0.0328,0.9636,-0.166,-2.8931,1.6183,-1.3359
36.581,-0.0286,0.9828,-0.1595,-4.916,-3.313,-0.6565
36.601,-0.0308,0.9496,-0.1475,-8.145,-1.8626,-2.1679
36.621,-0.0428,0.9449,-0.1304,-6.458,2.3206,-1.1145
36.641,-0.0291,0.9915,-0.1216,-1.1679,0.084,-1.771
36.661,-0.0251,1.0211,-0.1256,0.2672,2.2366,-2.9924
36.681,-0.0145,1.0039,-0.161,-5.4962,-0.1985,-3.4122
36.701,-0.0251,0.9705,-0.1543,-4.3435,-1.771,-1.2824
36.721,-0.0273,0.9756,-0.1478,-2.2824,1.7634,-0.458
36.741,-0.027,1.0026,-0.1362,0.9389,1.9008,-0.4427
36.761,-0.0251,1.0044,-0.1558,1.145,2.3359,-2.2595
36.781,-0.0353,0.9711,-0.1534,-6.1298,-0.7786,-0.3053
36.801,-0.0378,0.9218,-0.1398,-2.5191,-2.3817,-2.1832
36.822,-0.0464,0.9633,-0.1221,8.7557,2.1145,-1.4122
36.841,-0.0428,1.0227,-0.1252,7.5878,0.5038,-4.4809
36.861,-0.0405,0.9563,-0.1655,-1.4962,0.1756,-4.5802
36.881,-0.0424,0.9753,-0.1542,-7.2366,-5.1069,0.0916
36.901,-0.0334,0.9734,-0.1418,-9.5573,-2.0229,0.1985
36.921,-0.0298,1.0168,-0.144,-5.5954,-0.7634,-0.2366
36.941,-0.028,1.0048,-0.1841,4.7863,1.1527,-3.4962
36.961,-0.0343,0.984,-0.1787,5.4504,1.1679,-1.9313
36.981,-0.0311,0.9558,-0.1376,-5.4962,-1.4962,0.1527
37.001,-0.0168,0.9856,-0.1379,-7.0076,0.1374,1.0153
37.021,-0.0215,1.0039,-0.1412,-0.7939,-0.5878,-1.3511
37.041,-0.028,0.939,-0.176,0.6947,-1.0229,-2.0763
37.061,-0.0468,0.9358,-0.1565,-0.0076,-3.3893,-0.3664
37.081,-0.0359,0.9735,-0.1558,-1.7023,0.3893,-0.4427
37.101,-0.0317,0.9956,-0.1608,-3.6031,0.5191,-1.6641
37.121,-0.043,0.9821,-0.177,-3.0076,1.313,-2.5038
37.141,-0.042,0.9642,-0.1791,-3.0458,-0.542,-1.6336
37.161,-0.0383,0.9741,-0.134,-3.626,-1.7481,-0.6031
37.181,-0.0342,1.0052,-0.1423,-0.9618,1.4504,-0.542
37.201,-0.0381,0.9819,-0.1348,-0.7252,2.1679,-1.2748
37.221,-0.0349,0.9468,-0.1569,-3.1145,2.4122,-1.1069
37.241,-0.0261,0.9945,-0.157,-6.7252,-2.8397,0.4962
37.261,-0.012,0.9858,-0.1547,-7.9618,-0.9771,-1.2748
37.281,-0.0183,0.958,-0.166,-1.1908,-0.5954,-2.7023
37.301,-0.0396,0.9751,-0.1698,2.9771,0.2214,-2.2137
37.321,-0.0402,0.9636,-0.1825,-2.3053,-1.2214,-1.8015
37.341,-0.0336,0.9786,-0.1639,-2.4427,-0.5496,-1.2977
37.361,-0.0244,0.9832,-0.1637,-0.9542,1.9618,-1.9847
37.381,-0.0361,0.974,-0.1514,-0.4122,1.6794,-0.5954
37.401,-0.0474,0.9645,-0.1555,-1.9542,1.9618,-0.4885
37.421,-0.0481,0.9863,-0.1605,-3.3588,-2.2977,0.5649
37.441,-0.035,1.0027,-0.1567,-6.7634,-1.0458,-0.2901
37.462,-0.0314,0.9969,-0.1638,-6.7863,2.6336,-1.2061
37.481,-0.049,0.9687,-0.1559,-0.229,2.5038,-0.6412
37.501,-0.0461,0.9441,-0.1581,-3.4427,1.9695,-0.6183
37.521,-0.0383,0.976,-0.1523,-10.8397,-2.1908,1.687
37.541,-0.0286,0.9823,-0.1482,-19.4122,-2.0534,1.4885
37.561,-0.0277,0.9713,-0.162,-25.9618,-0.3359,2.7863
37.581,-0.0314,0.967,-0.1495,-24.6565,-0.2137,5.4351
37.601,-0.0242,0.9718,-0.1187,-20.1527,-0.0534,3.4733
37.621,-0.0222,0.9939,-0.1262,-9.9771,1.2672,-1.1069
37.641,-0.0264,0.9789,-0.1442,-2.0763,0.0305,-1.3282
37.661,-0.0261,0.9855,-0.1287,-2.1756,-0.9389,-0.3435
37.681,-0.0344,0.9727,-0.1182,-0.7481,1.2443,-0.4809
37.701,-0.0239,1.0104,-0.106,-3.229,0.0611,-0.6412
37.721,-0.0249,0.988,-0.1245,-3.9695,0.3588,-2.5115
37.741,-0.017,0.9603,-0.1609,0.2824,-0.9084,-1.6336
37.761,-0.0299,0.9856,-0.1414,3.1374,-1.1985,-0.8168
37.781,-0.0272,1.009,-0.1267,-5.2061,0.4885,-0.6641
37.801,-0.0208,0.9954,-0.1259,-5.3435,-0.0534,-1.8779
37.821,-0.0284,0.9709,-0.14,-2.5649,1.4656,-1.458
37.841,-0.0313,0.9777,-0.1511,-4.3206,-0.916,-0.1679
37.861,-0.0326,0.9763,-0.1278,-1.9847,-0.4962,-0.0076
37.881,-0.0305,0.9904,-0.1136,-0.3511,2.7176,-2.1069
37.901,-0.0342,0.98,-0.1199,-3.6947,2.1527,-0.7939
37.921,-0.0221,0.9772,-0.1566,-8.3969,0.1221,-0.4427
37.941,-0.031,0.9659,-0.1302,-4.2824,-2.5573,-0.626
37.961,-0.0248,1.0016,-0.1212,-6.0229,-2.3435,-1.3664
37.981,-0.0249,0.9916,-0.1346,-8.374,0.1221,-1.1374
38.001,-0.0228,0.9836,-0.1241,-2.3511,1.9389,-1.3664
38.021,-0.0359,0.9548,-0.14,-2.8244,1.687,-1.4046
38.041,-0.035,0.988,-0.1316,-3.6489,-1.9771,-0.7405
38.061,-0.0297,0.9863,-0.1033,-7.9466,-0.8626,-1.6183
38.081,-0.0225,0.9957,-0.124,-9.084,-0.6412,-1.1832
38.102,-0.0199,0.9814,-0.1482,-6.6412,-0.8702,-1.1069
38.121,-0.0333,0.9767,-0.1302,-2.0916,-0.2672,-0.4504
38.141,-0.0286,1.0062,-0.1266,-5.1298,0.0076,-1.3282
38.161,-0.0256,0.9901,-0.1146,-7.229,0.229,-1.5802
38.181,-0.027,0.9918,-0.13,-4.4427,-0.6336,-0.4046
38.201,-0.0272,0.9739,-0.1318,-1.0153,0.3588,-1.0305
38.221,-0.0331,0.9874,-0.1124,-3.2824,-1.7099,-1.1145
38.241,-0.0225,0.9988,-0.1177,-5.0076,2.1679,-2.9847
38.261,-0.0264,0.9781,-0.1169,-7.771,1.3817,-1.1221
38.281,-0.024,0.9729,-0.1407,-7.4809,-0.8092,0.374
38.301,-0.036,0.976,-0.1172,-2.771,-1.374,0.0916
38.321,-0.0293,1.0127,-0.12,-6.8855,-0.9313,-0.9008
38.341,-0.0223,0.988,-0.121,-8.9466,1.3969,-1.1069
38.361,-0.0217,0.9966,-0.1337,-7.7405,0.771,0.2366
38.381,-0.0286,0.9618,-0.1215,-1.6031,0.3969,-0.6031
38.401,-0.0377,0.993,-0.0929,-1.2824,-1.8321,-0.374
38.421,-0.0287,1.0057,-0.1046,-7.1374,-1.0992,-1.7939
38.441,-0.0309,0.9921,-0.1185,-8.1603,0.7023,-0.8855
38.461,-0.0311,0.9763,-0.1274,-4.9389,0.3053,-0.229
38.481,-0.0336,0.9867,-0.0977,1.9771,-0.0534,-0.6183
38.501,-0.0242,1.0099,-0.1069,-0.8779,0.7863,-2.145
38.521,-0.0248,0.994,-0.1166,-6.626,-0.2824,-0.8397
38.541,-0.0243,0.9728,-0.1395,-10.2824,-2.2977,-0.0382
38.561,-0.037,0.9714,-0.0986,-8.7405,-1.855,0.6794
38.581,-0.0242,1.0143,-0.1066,-2.5191,1.3206,-0.7634
38.601,-0.0316,0.9791,-0.0977,1.1145,4.2748,-1.9084
38.621,-0.0236,0.9867,-0.132,-3.5344,0.9847,-0.4733
38.641,-0.0332,0.9769,-0.1145,-7.9389,-2.5496,0.8702
38.661,-0.0294,0.9795,-0.0972,-10.855,-2.7176,1.3817
38.681,-0.0223,1.0127,-0.0902,-7.4656,0.0611,-0.2061
38.701,-0.0232,1.0034,-0.1086,-1.9771,2.5191,-2.7786
38.721,-0.03,0.9795,-0.1257,-5.687,-0.2595,-1.5954
38.742,-0.0342,0.9685,-0.0966,-7.916,-2.8473,0.4275
38.761,-0.0261,0.9912,-0.0847,-13.7786,-1.0153,1.2901
38.781,-0.0188,1.0209,-0.1071,-13.0153,-0.8626,0.0229
38.801,-0.0219,0.9946,-0.1052,-9.313,1.7405,-2.0229
38.821,-0.0328,0.9572,-0.1049,-6.3435,2.5496,-0.5954
38.841,-0.0378,0.9697,-0.0747,-11.313,0.1069,-0.4122
38.861,-0.0261,1.01,-0.0787,-21.5038,0.0458,1.916
38.881,-0.0184,1.0433,-0.0923,-21.6107,-0.374,1.1985
38.901,-0.019,0.9906,-0.083,-18.4427,3.6336,1.3435
38.921,-0.0265,0.9736,-0.074,-20.1527,2.3435,2.1527
38.941,-0.0261,0.9939,-0.043,-25.9237,2.7328,3.3664
38.961,-0.0212,1.009,-0.0662,-28.0611,5.855,3.7099
38.981,-0.0205,1.0065,-0.048,-29.8626,3.0305,4.1985
39.001,-0.027,0.9764,-0.0253,-34.4733,4.687,6.9313
39.021,-0.0222,0.9949,-0.0061,-51.0229,6.3893,9.8473
39.041,-0.0106,1.0109,-0.0023,-57.8779,4.1374,11.6031
39.061,-0.0038,1.0706,0.0005,-37.8473,8.7176,6.8397
39.081,0.0059,1.0067,0.0194,-43.2901,7.7405,7.0076
39.101,0.0037,1.0107,0.0486,-47.2214,5.374,13.4885
39.121,0.0131,1.0148,0.0627,-54.7176,7.8931,15.2214
39.141,0.0264,1.022,0.0682,-51.542,8.0534,15.4275
39.161,0.0305,1.022,0.0679,-45.5725,8.3969,15.5573
39.181,0.0322,0.9908,0.1028,-46.855,9.6412,15.3282
39.201,0.0248,0.9957,0.1454,-36.7099,7.1832,13.3588
39.221,0.0411,0.9935,0.1243,-43.374,7.374,11.1374
39.241,0.0449,1.0325,0.1605,-31.4504,6.1679,7.7405
39.261,0.0535,1.0137,0.1344,-14.5267,4.3206,2.3053
39.281,0.0465,1.0081,0.1648,-16.4809,2.855,2.4198
39.301,0.0438,1.0153,0.1613,-22.3588,2.1603,0.7252
39.321,0.0288,1.026,0.1627,-30.3206,2.8931,-1.0153
39.341,0.0455,1.0286,0.1573,-36.7252,5.7252,-1.8473
39.361,0.0381,0.9895,0.2063,-34.0229,7.7557,0.2824
39.382,0.026,0.9744,0.2115,-35.6183,8.9847,6.2061
39.401,0.0238,0.9935,0.2146,-57.1527,10.6412,6.8779
39.421,0.0352,0.9977,0.2262,-69.374,12.542,9.7481
39.441,0.0453,1.0526,0.3063,-70.9924,12.1832,5.9313
39.461,0.0297,1.0634,0.3474,-93.3283,18.4275,-2.2748
39.481,0.0669,0.9847,0.3506,-122.8015,22.7786,3.6336
39.501,0.0653,0.9287,0.3204,-99.1069,11.8092,13.7557
39.521,0.0598,0.9485,0.3947,-78.8626,13.0305,14.7557
39.541,0.0472,1.0171,0.4642,-71.8931,9.2443,9.0458
39.561,0.0348,0.994,0.4594,-119.9084,12.5344,7.5191
39.581,0.0852,0.9648,0.4833,-117.0611,13.7557,16.8779
39.601,0.0898,0.9257,0.5181,-128.4656,13.7328,19.7481
39.621,0.0966,0.9171,0.5841,-66.9237,3.229,19.0916
39.641,0.075,0.9017,0.5778,-60.4198,10.458,12.9389
39.661,0.045,0.866,0.6139,-94.5496,10.8168,9.9313
39.681,0.0411,0.8442,0.64,-164.2901,15.626,10.7405
39.701,0.1053,0.8445,0.7231,-173.0992,7.7099,11.145
39.721,0.1267,0.8136,0.802,-146.3969,4.374,21.5649
39.741,0.1115,0.7107,0.6786,-94.9466,2.9924,16.2977
39.761,0.0671,0.7416,0.7827,-60.3206,8.6947,8.0992
39.781,0.0126,0.7358,0.8644,-145.9237,14.6489,7.4122
39.801,0.0967,0.7323,0.9583,-250.1374,-4.5496,-8.3817
